,number_of_passage,timestamp,line,road_type
7067,607,2022-11-22 17:00:00,USKUDAR-EMINONU,DENIZ
7068,526,2022-11-22 18:00:00,USKUDAR-EMINONU,DENIZ
7069,383,2022-11-22 19:00:00,USKUDAR-EMINONU,DENIZ
7070,252,2022-11-22 20:00:00,USKUDAR-EMINONU,DENIZ
7071,109,2022-11-22 21:00:00,USKUDAR-EMINONU,DENIZ
7072,0,2022-11-22 22:00:00,USKUDAR-EMINONU,DENIZ
7073,0,2022-11-22 23:00:00,USKUDAR-EMINONU,DENIZ
7074,0,2022-11-23 00:00:00,USKUDAR-EMINONU,DENIZ
7075,0,2022-11-23 01:00:00,USKUDAR-EMINONU,DENIZ
7076,0,2022-11-23 02:00:00,USKUDAR-EMINONU,DENIZ
7077,0,2022-11-23 03:00:00,USKUDAR-EMINONU,DENIZ
7078,0,2022-11-23 04:00:00,USKUDAR-EMINONU,DENIZ
7079,0,2022-11-23 05:00:00,USKUDAR-EMINONU,DENIZ
7080,418,2022-11-23 06:00:00,USKUDAR-EMINONU,DENIZ
7081,1040,2022-11-23 07:00:00,USKUDAR-EMINONU,DENIZ
7082,957,2022-11-23 08:00:00,USKUDAR-EMINONU,DENIZ
7083,820,2022-11-23 09:00:00,USKUDAR-EMINONU,DENIZ
7084,783,2022-11-23 10:00:00,USKUDAR-EMINONU,DENIZ
7085,912,2022-11-23 11:00:00,USKUDAR-EMINONU,DENIZ
7086,949,2022-11-23 12:00:00,USKUDAR-EMINONU,DENIZ
7087,902,2022-11-23 13:00:00,USKUDAR-EMINONU,DENIZ
7088,891,2022-11-23 14:00:00,USKUDAR-EMINONU,DENIZ
7089,699,2022-11-23 15:00:00,USKUDAR-EMINONU,DENIZ
7090,584,2022-11-23 16:00:00,USKUDAR-EMINONU,DENIZ
7091,428,2022-11-23 17:00:00,USKUDAR-EMINONU,DENIZ
7092,335,2022-11-23 18:00:00,USKUDAR-EMINONU,DENIZ
7093,222,2022-11-23 19:00:00,USKUDAR-EMINONU,DENIZ
7094,96,2022-11-23 20:00:00,USKUDAR-EMINONU,DENIZ
7095,78,2022-11-23 21:00:00,USKUDAR-EMINONU,DENIZ
7096,0,2022-11-23 22:00:00,USKUDAR-EMINONU,DENIZ
7097,0,2022-11-23 23:00:00,USKUDAR-EMINONU,DENIZ
7098,0,2022-11-24 00:00:00,USKUDAR-EMINONU,DENIZ
7099,0,2022-11-24 01:00:00,USKUDAR-EMINONU,DENIZ
7100,0,2022-11-24 02:00:00,USKUDAR-EMINONU,DENIZ
7101,0,2022-11-24 03:00:00,USKUDAR-EMINONU,DENIZ
7102,2,2022-11-24 04:00:00,USKUDAR-EMINONU,DENIZ
7103,1,2022-11-24 05:00:00,USKUDAR-EMINONU,DENIZ
7104,439,2022-11-24 06:00:00,USKUDAR-EMINONU,DENIZ
7105,989,2022-11-24 07:00:00,USKUDAR-EMINONU,DENIZ
7106,2582,2022-11-24 08:00:00,USKUDAR-EMINONU,DENIZ
7107,1037,2022-11-24 09:00:00,USKUDAR-EMINONU,DENIZ
7108,712,2022-11-24 10:00:00,USKUDAR-EMINONU,DENIZ
7109,813,2022-11-24 11:00:00,USKUDAR-EMINONU,DENIZ
7110,912,2022-11-24 12:00:00,USKUDAR-EMINONU,DENIZ
7111,788,2022-11-24 13:00:00,USKUDAR-EMINONU,DENIZ
7112,918,2022-11-24 14:00:00,USKUDAR-EMINONU,DENIZ
7113,728,2022-11-24 15:00:00,USKUDAR-EMINONU,DENIZ
7114,737,2022-11-24 16:00:00,USKUDAR-EMINONU,DENIZ
7115,570,2022-11-24 17:00:00,USKUDAR-EMINONU,DENIZ
7116,398,2022-11-24 18:00:00,USKUDAR-EMINONU,DENIZ
7117,301,2022-11-24 19:00:00,USKUDAR-EMINONU,DENIZ
7118,212,2022-11-24 20:00:00,USKUDAR-EMINONU,DENIZ
7119,145,2022-11-24 21:00:00,USKUDAR-EMINONU,DENIZ
7120,0,2022-11-24 22:00:00,USKUDAR-EMINONU,DENIZ
7121,0,2022-11-24 23:00:00,USKUDAR-EMINONU,DENIZ
7122,0,2022-11-25 00:00:00,USKUDAR-EMINONU,DENIZ
7123,0,2022-11-25 01:00:00,USKUDAR-EMINONU,DENIZ
7124,0,2022-11-25 02:00:00,USKUDAR-EMINONU,DENIZ
7125,0,2022-11-25 03:00:00,USKUDAR-EMINONU,DENIZ
7126,0,2022-11-25 04:00:00,USKUDAR-EMINONU,DENIZ
7127,0,2022-11-25 05:00:00,USKUDAR-EMINONU,DENIZ
7128,419,2022-11-25 06:00:00,USKUDAR-EMINONU,DENIZ
7129,1085,2022-11-25 07:00:00,USKUDAR-EMINONU,DENIZ
7130,988,2022-11-25 08:00:00,USKUDAR-EMINONU,DENIZ
7131,734,2022-11-25 09:00:00,USKUDAR-EMINONU,DENIZ
7132,777,2022-11-25 10:00:00,USKUDAR-EMINONU,DENIZ
7133,835,2022-11-25 11:00:00,USKUDAR-EMINONU,DENIZ
7134,822,2022-11-25 12:00:00,USKUDAR-EMINONU,DENIZ
7135,824,2022-11-25 13:00:00,USKUDAR-EMINONU,DENIZ
7136,833,2022-11-25 14:00:00,USKUDAR-EMINONU,DENIZ
7137,773,2022-11-25 15:00:00,USKUDAR-EMINONU,DENIZ
7138,719,2022-11-25 16:00:00,USKUDAR-EMINONU,DENIZ
7139,602,2022-11-25 17:00:00,USKUDAR-EMINONU,DENIZ
7140,453,2022-11-25 18:00:00,USKUDAR-EMINONU,DENIZ
7141,388,2022-11-25 19:00:00,USKUDAR-EMINONU,DENIZ
7142,267,2022-11-25 20:00:00,USKUDAR-EMINONU,DENIZ
7143,181,2022-11-25 21:00:00,USKUDAR-EMINONU,DENIZ
7144,0,2022-11-25 22:00:00,USKUDAR-EMINONU,DENIZ
7145,0,2022-11-25 23:00:00,USKUDAR-EMINONU,DENIZ
7146,0,2022-11-26 00:00:00,USKUDAR-EMINONU,DENIZ
7147,0,2022-11-26 01:00:00,USKUDAR-EMINONU,DENIZ
7148,0,2022-11-26 02:00:00,USKUDAR-EMINONU,DENIZ
7149,0,2022-11-26 03:00:00,USKUDAR-EMINONU,DENIZ
7150,0,2022-11-26 04:00:00,USKUDAR-EMINONU,DENIZ
7151,0,2022-11-26 05:00:00,USKUDAR-EMINONU,DENIZ
7152,253,2022-11-26 06:00:00,USKUDAR-EMINONU,DENIZ
7153,645,2022-11-26 07:00:00,USKUDAR-EMINONU,DENIZ
7154,731,2022-11-26 08:00:00,USKUDAR-EMINONU,DENIZ
7155,598,2022-11-26 09:00:00,USKUDAR-EMINONU,DENIZ
7156,796,2022-11-26 10:00:00,USKUDAR-EMINONU,DENIZ
7157,995,2022-11-26 11:00:00,USKUDAR-EMINONU,DENIZ
7158,1314,2022-11-26 12:00:00,USKUDAR-EMINONU,DENIZ
7159,1497,2022-11-26 13:00:00,USKUDAR-EMINONU,DENIZ
7160,1569,2022-11-26 14:00:00,USKUDAR-EMINONU,DENIZ
7161,1590,2022-11-26 15:00:00,USKUDAR-EMINONU,DENIZ
7162,1371,2022-11-26 16:00:00,USKUDAR-EMINONU,DENIZ
7163,1032,2022-11-26 17:00:00,USKUDAR-EMINONU,DENIZ
7164,803,2022-11-26 18:00:00,USKUDAR-EMINONU,DENIZ
7165,583,2022-11-26 19:00:00,USKUDAR-EMINONU,DENIZ
7166,354,2022-11-26 20:00:00,USKUDAR-EMINONU,DENIZ
7167,217,2022-11-26 21:00:00,USKUDAR-EMINONU,DENIZ
7168,0,2022-11-26 22:00:00,USKUDAR-EMINONU,DENIZ
7169,0,2022-11-26 23:00:00,USKUDAR-EMINONU,DENIZ
7170,0,2022-11-27 00:00:00,USKUDAR-EMINONU,DENIZ
7171,0,2022-11-27 01:00:00,USKUDAR-EMINONU,DENIZ
7172,0,2022-11-27 02:00:00,USKUDAR-EMINONU,DENIZ
7173,0,2022-11-27 03:00:00,USKUDAR-EMINONU,DENIZ
7174,0,2022-11-27 04:00:00,USKUDAR-EMINONU,DENIZ
7175,0,2022-11-27 05:00:00,USKUDAR-EMINONU,DENIZ
7176,49,2022-11-27 06:00:00,USKUDAR-EMINONU,DENIZ
7177,139,2022-11-27 07:00:00,USKUDAR-EMINONU,DENIZ
7178,222,2022-11-27 08:00:00,USKUDAR-EMINONU,DENIZ
7179,361,2022-11-27 09:00:00,USKUDAR-EMINONU,DENIZ
7180,435,2022-11-27 10:00:00,USKUDAR-EMINONU,DENIZ
7181,762,2022-11-27 11:00:00,USKUDAR-EMINONU,DENIZ
7182,1043,2022-11-27 12:00:00,USKUDAR-EMINONU,DENIZ
7183,1304,2022-11-27 13:00:00,USKUDAR-EMINONU,DENIZ
7184,1683,2022-11-27 14:00:00,USKUDAR-EMINONU,DENIZ
7185,1608,2022-11-27 15:00:00,USKUDAR-EMINONU,DENIZ
7186,1376,2022-11-27 16:00:00,USKUDAR-EMINONU,DENIZ
7187,1113,2022-11-27 17:00:00,USKUDAR-EMINONU,DENIZ
7188,863,2022-11-27 18:00:00,USKUDAR-EMINONU,DENIZ
7189,477,2022-11-27 19:00:00,USKUDAR-EMINONU,DENIZ
7190,307,2022-11-27 20:00:00,USKUDAR-EMINONU,DENIZ
7191,171,2022-11-27 21:00:00,USKUDAR-EMINONU,DENIZ
7192,0,2022-11-27 22:00:00,USKUDAR-EMINONU,DENIZ
7193,0,2022-11-27 23:00:00,USKUDAR-EMINONU,DENIZ
7194,0,2022-11-28 00:00:00,USKUDAR-EMINONU,DENIZ
7195,0,2022-11-28 01:00:00,USKUDAR-EMINONU,DENIZ
7196,0,2022-11-28 02:00:00,USKUDAR-EMINONU,DENIZ
7197,0,2022-11-28 03:00:00,USKUDAR-EMINONU,DENIZ
7198,0,2022-11-28 04:00:00,USKUDAR-EMINONU,DENIZ
7199,0,2022-11-28 05:00:00,USKUDAR-EMINONU,DENIZ
7200,464,2022-11-28 06:00:00,USKUDAR-EMINONU,DENIZ
7201,1019,2022-11-28 07:00:00,USKUDAR-EMINONU,DENIZ
7202,1045,2022-11-28 08:00:00,USKUDAR-EMINONU,DENIZ
7203,861,2022-11-28 09:00:00,USKUDAR-EMINONU,DENIZ
7204,861,2022-11-28 10:00:00,USKUDAR-EMINONU,DENIZ
7205,1001,2022-11-28 11:00:00,USKUDAR-EMINONU,DENIZ
7206,1125,2022-11-28 12:00:00,USKUDAR-EMINONU,DENIZ
7207,1053,2022-11-28 13:00:00,USKUDAR-EMINONU,DENIZ
7208,954,2022-11-28 14:00:00,USKUDAR-EMINONU,DENIZ
7209,835,2022-11-28 15:00:00,USKUDAR-EMINONU,DENIZ
7210,734,2022-11-28 16:00:00,USKUDAR-EMINONU,DENIZ
7211,549,2022-11-28 17:00:00,USKUDAR-EMINONU,DENIZ
7212,457,2022-11-28 18:00:00,USKUDAR-EMINONU,DENIZ
7213,313,2022-11-28 19:00:00,USKUDAR-EMINONU,DENIZ
7214,188,2022-11-28 20:00:00,USKUDAR-EMINONU,DENIZ
7215,88,2022-11-28 21:00:00,USKUDAR-EMINONU,DENIZ
7216,3,2022-11-28 22:00:00,USKUDAR-EMINONU,DENIZ
7217,0,2022-11-28 23:00:00,USKUDAR-EMINONU,DENIZ
7218,0,2022-11-29 00:00:00,USKUDAR-EMINONU,DENIZ
7219,0,2022-11-29 01:00:00,USKUDAR-EMINONU,DENIZ
7220,0,2022-11-29 02:00:00,USKUDAR-EMINONU,DENIZ
7221,0,2022-11-29 03:00:00,USKUDAR-EMINONU,DENIZ
7222,0,2022-11-29 04:00:00,USKUDAR-EMINONU,DENIZ
7223,0,2022-11-29 05:00:00,USKUDAR-EMINONU,DENIZ
7224,446,2022-11-29 06:00:00,USKUDAR-EMINONU,DENIZ
7225,993,2022-11-29 07:00:00,USKUDAR-EMINONU,DENIZ
7226,1074,2022-11-29 08:00:00,USKUDAR-EMINONU,DENIZ
7227,835,2022-11-29 09:00:00,USKUDAR-EMINONU,DENIZ
7228,914,2022-11-29 10:00:00,USKUDAR-EMINONU,DENIZ
7229,980,2022-11-29 11:00:00,USKUDAR-EMINONU,DENIZ
7230,1032,2022-11-29 12:00:00,USKUDAR-EMINONU,DENIZ
7231,1005,2022-11-29 13:00:00,USKUDAR-EMINONU,DENIZ
7232,852,2022-11-29 14:00:00,USKUDAR-EMINONU,DENIZ
7233,664,2022-11-29 15:00:00,USKUDAR-EMINONU,DENIZ
7234,599,2022-11-29 16:00:00,USKUDAR-EMINONU,DENIZ
7235,474,2022-11-29 17:00:00,USKUDAR-EMINONU,DENIZ
7236,382,2022-11-29 18:00:00,USKUDAR-EMINONU,DENIZ
7237,325,2022-11-29 19:00:00,USKUDAR-EMINONU,DENIZ
7238,192,2022-11-29 20:00:00,USKUDAR-EMINONU,DENIZ
7239,139,2022-11-29 21:00:00,USKUDAR-EMINONU,DENIZ
7240,0,2022-11-29 22:00:00,USKUDAR-EMINONU,DENIZ
7241,0,2022-11-29 23:00:00,USKUDAR-EMINONU,DENIZ
7242,0,2022-11-30 00:00:00,USKUDAR-EMINONU,DENIZ
7243,0,2022-11-30 01:00:00,USKUDAR-EMINONU,DENIZ
7244,0,2022-11-30 02:00:00,USKUDAR-EMINONU,DENIZ
7245,0,2022-11-30 03:00:00,USKUDAR-EMINONU,DENIZ
7246,0,2022-11-30 04:00:00,USKUDAR-EMINONU,DENIZ
7247,0,2022-11-30 05:00:00,USKUDAR-EMINONU,DENIZ
7248,450,2022-11-30 06:00:00,USKUDAR-EMINONU,DENIZ
7249,1057,2022-11-30 07:00:00,USKUDAR-EMINONU,DENIZ
7250,1079,2022-11-30 08:00:00,USKUDAR-EMINONU,DENIZ
7251,844,2022-11-30 09:00:00,USKUDAR-EMINONU,DENIZ
7252,789,2022-11-30 10:00:00,USKUDAR-EMINONU,DENIZ
7253,868,2022-11-30 11:00:00,USKUDAR-EMINONU,DENIZ
7254,1015,2022-11-30 12:00:00,USKUDAR-EMINONU,DENIZ
7255,928,2022-11-30 13:00:00,USKUDAR-EMINONU,DENIZ
7256,950,2022-11-30 14:00:00,USKUDAR-EMINONU,DENIZ
7257,731,2022-11-30 15:00:00,USKUDAR-EMINONU,DENIZ
7258,587,2022-11-30 16:00:00,USKUDAR-EMINONU,DENIZ
7259,508,2022-11-30 17:00:00,USKUDAR-EMINONU,DENIZ
7260,419,2022-11-30 18:00:00,USKUDAR-EMINONU,DENIZ
7261,278,2022-11-30 19:00:00,USKUDAR-EMINONU,DENIZ
7262,212,2022-11-30 20:00:00,USKUDAR-EMINONU,DENIZ
7263,140,2022-11-30 21:00:00,USKUDAR-EMINONU,DENIZ
7264,4,2022-11-30 22:00:00,USKUDAR-EMINONU,DENIZ
7265,0,2022-11-30 23:00:00,USKUDAR-EMINONU,DENIZ
7266,0,2022-12-01 00:00:00,USKUDAR-EMINONU,DENIZ
7267,0,2022-12-01 01:00:00,USKUDAR-EMINONU,DENIZ
7268,0,2022-12-01 02:00:00,USKUDAR-EMINONU,DENIZ
7269,0,2022-12-01 03:00:00,USKUDAR-EMINONU,DENIZ
7270,0,2022-12-01 04:00:00,USKUDAR-EMINONU,DENIZ
7271,0,2022-12-01 05:00:00,USKUDAR-EMINONU,DENIZ
7272,442,2022-12-01 06:00:00,USKUDAR-EMINONU,DENIZ
7273,949,2022-12-01 07:00:00,USKUDAR-EMINONU,DENIZ
7274,1032,2022-12-01 08:00:00,USKUDAR-EMINONU,DENIZ
7275,818,2022-12-01 09:00:00,USKUDAR-EMINONU,DENIZ
7276,794,2022-12-01 10:00:00,USKUDAR-EMINONU,DENIZ
7277,860,2022-12-01 11:00:00,USKUDAR-EMINONU,DENIZ
7278,904,2022-12-01 12:00:00,USKUDAR-EMINONU,DENIZ
7279,996,2022-12-01 13:00:00,USKUDAR-EMINONU,DENIZ
7280,942,2022-12-01 14:00:00,USKUDAR-EMINONU,DENIZ
7281,814,2022-12-01 15:00:00,USKUDAR-EMINONU,DENIZ
7282,766,2022-12-01 16:00:00,USKUDAR-EMINONU,DENIZ
7283,621,2022-12-01 17:00:00,USKUDAR-EMINONU,DENIZ
7284,310,2022-12-01 18:00:00,USKUDAR-EMINONU,DENIZ
7285,272,2022-12-01 19:00:00,USKUDAR-EMINONU,DENIZ
7286,196,2022-12-01 20:00:00,USKUDAR-EMINONU,DENIZ
7287,82,2022-12-01 21:00:00,USKUDAR-EMINONU,DENIZ
7288,0,2022-12-01 22:00:00,USKUDAR-EMINONU,DENIZ
7289,0,2022-12-01 23:00:00,USKUDAR-EMINONU,DENIZ
7290,0,2022-12-02 00:00:00,USKUDAR-EMINONU,DENIZ
7291,0,2022-12-02 01:00:00,USKUDAR-EMINONU,DENIZ
7292,0,2022-12-02 02:00:00,USKUDAR-EMINONU,DENIZ
7293,0,2022-12-02 03:00:00,USKUDAR-EMINONU,DENIZ
7294,0,2022-12-02 04:00:00,USKUDAR-EMINONU,DENIZ
7295,0,2022-12-02 05:00:00,USKUDAR-EMINONU,DENIZ
7296,419,2022-12-02 06:00:00,USKUDAR-EMINONU,DENIZ
7297,1023,2022-12-02 07:00:00,USKUDAR-EMINONU,DENIZ
7298,985,2022-12-02 08:00:00,USKUDAR-EMINONU,DENIZ
7299,757,2022-12-02 09:00:00,USKUDAR-EMINONU,DENIZ
7300,719,2022-12-02 10:00:00,USKUDAR-EMINONU,DENIZ
7301,681,2022-12-02 11:00:00,USKUDAR-EMINONU,DENIZ
7302,644,2022-12-02 12:00:00,USKUDAR-EMINONU,DENIZ
7303,624,2022-12-02 13:00:00,USKUDAR-EMINONU,DENIZ
7304,727,2022-12-02 14:00:00,USKUDAR-EMINONU,DENIZ
7305,650,2022-12-02 15:00:00,USKUDAR-EMINONU,DENIZ
7306,632,2022-12-02 16:00:00,USKUDAR-EMINONU,DENIZ
7307,532,2022-12-02 17:00:00,USKUDAR-EMINONU,DENIZ
7308,502,2022-12-02 18:00:00,USKUDAR-EMINONU,DENIZ
7309,328,2022-12-02 19:00:00,USKUDAR-EMINONU,DENIZ
7310,253,2022-12-02 20:00:00,USKUDAR-EMINONU,DENIZ
7311,140,2022-12-02 21:00:00,USKUDAR-EMINONU,DENIZ
7312,6,2022-12-02 22:00:00,USKUDAR-EMINONU,DENIZ
7313,0,2022-12-02 23:00:00,USKUDAR-EMINONU,DENIZ
7314,0,2022-12-03 00:00:00,USKUDAR-EMINONU,DENIZ
7315,0,2022-12-03 01:00:00,USKUDAR-EMINONU,DENIZ
7316,0,2022-12-03 02:00:00,USKUDAR-EMINONU,DENIZ
7317,0,2022-12-03 03:00:00,USKUDAR-EMINONU,DENIZ
7318,0,2022-12-03 04:00:00,USKUDAR-EMINONU,DENIZ
7319,0,2022-12-03 05:00:00,USKUDAR-EMINONU,DENIZ
7320,249,2022-12-03 06:00:00,USKUDAR-EMINONU,DENIZ
7321,679,2022-12-03 07:00:00,USKUDAR-EMINONU,DENIZ
7322,672,2022-12-03 08:00:00,USKUDAR-EMINONU,DENIZ
7323,756,2022-12-03 09:00:00,USKUDAR-EMINONU,DENIZ
7324,773,2022-12-03 10:00:00,USKUDAR-EMINONU,DENIZ
7325,950,2022-12-03 11:00:00,USKUDAR-EMINONU,DENIZ
7326,1222,2022-12-03 12:00:00,USKUDAR-EMINONU,DENIZ
7327,1355,2022-12-03 13:00:00,USKUDAR-EMINONU,DENIZ
7328,1613,2022-12-03 14:00:00,USKUDAR-EMINONU,DENIZ
7329,1308,2022-12-03 15:00:00,USKUDAR-EMINONU,DENIZ
7330,1087,2022-12-03 16:00:00,USKUDAR-EMINONU,DENIZ
7331,950,2022-12-03 17:00:00,USKUDAR-EMINONU,DENIZ
7332,700,2022-12-03 18:00:00,USKUDAR-EMINONU,DENIZ
7333,442,2022-12-03 19:00:00,USKUDAR-EMINONU,DENIZ
7334,316,2022-12-03 20:00:00,USKUDAR-EMINONU,DENIZ
7335,152,2022-12-03 21:00:00,USKUDAR-EMINONU,DENIZ
7336,0,2022-12-03 22:00:00,USKUDAR-EMINONU,DENIZ
7337,0,2022-12-03 23:00:00,USKUDAR-EMINONU,DENIZ
7338,0,2022-12-04 00:00:00,USKUDAR-EMINONU,DENIZ
7339,0,2022-12-04 01:00:00,USKUDAR-EMINONU,DENIZ
7340,0,2022-12-04 02:00:00,USKUDAR-EMINONU,DENIZ
7341,0,2022-12-04 03:00:00,USKUDAR-EMINONU,DENIZ
7342,0,2022-12-04 04:00:00,USKUDAR-EMINONU,DENIZ
7343,0,2022-12-04 05:00:00,USKUDAR-EMINONU,DENIZ
7344,40,2022-12-04 06:00:00,USKUDAR-EMINONU,DENIZ
7345,142,2022-12-04 07:00:00,USKUDAR-EMINONU,DENIZ
7346,222,2022-12-04 08:00:00,USKUDAR-EMINONU,DENIZ
7347,369,2022-12-04 09:00:00,USKUDAR-EMINONU,DENIZ
7348,408,2022-12-04 10:00:00,USKUDAR-EMINONU,DENIZ
7349,697,2022-12-04 11:00:00,USKUDAR-EMINONU,DENIZ
7350,1041,2022-12-04 12:00:00,USKUDAR-EMINONU,DENIZ
7351,1201,2022-12-04 13:00:00,USKUDAR-EMINONU,DENIZ
7352,1360,2022-12-04 14:00:00,USKUDAR-EMINONU,DENIZ
7353,1262,2022-12-04 15:00:00,USKUDAR-EMINONU,DENIZ
7354,1311,2022-12-04 16:00:00,USKUDAR-EMINONU,DENIZ
7355,1014,2022-12-04 17:00:00,USKUDAR-EMINONU,DENIZ
7356,778,2022-12-04 18:00:00,USKUDAR-EMINONU,DENIZ
7357,509,2022-12-04 19:00:00,USKUDAR-EMINONU,DENIZ
7358,372,2022-12-04 20:00:00,USKUDAR-EMINONU,DENIZ
7359,154,2022-12-04 21:00:00,USKUDAR-EMINONU,DENIZ
7360,1,2022-12-04 22:00:00,USKUDAR-EMINONU,DENIZ
7361,0,2022-12-04 23:00:00,USKUDAR-EMINONU,DENIZ
7362,0,2022-12-05 00:00:00,USKUDAR-EMINONU,DENIZ
7363,0,2022-12-05 01:00:00,USKUDAR-EMINONU,DENIZ
7364,0,2022-12-05 02:00:00,USKUDAR-EMINONU,DENIZ
7365,0,2022-12-05 03:00:00,USKUDAR-EMINONU,DENIZ
7366,0,2022-12-05 04:00:00,USKUDAR-EMINONU,DENIZ
7367,0,2022-12-05 05:00:00,USKUDAR-EMINONU,DENIZ
7368,445,2022-12-05 06:00:00,USKUDAR-EMINONU,DENIZ
7369,1027,2022-12-05 07:00:00,USKUDAR-EMINONU,DENIZ
7370,1058,2022-12-05 08:00:00,USKUDAR-EMINONU,DENIZ
7371,853,2022-12-05 09:00:00,USKUDAR-EMINONU,DENIZ
7372,783,2022-12-05 10:00:00,USKUDAR-EMINONU,DENIZ
7373,881,2022-12-05 11:00:00,USKUDAR-EMINONU,DENIZ
7374,957,2022-12-05 12:00:00,USKUDAR-EMINONU,DENIZ
7375,855,2022-12-05 13:00:00,USKUDAR-EMINONU,DENIZ
7376,807,2022-12-05 14:00:00,USKUDAR-EMINONU,DENIZ
7377,677,2022-12-05 15:00:00,USKUDAR-EMINONU,DENIZ
7378,628,2022-12-05 16:00:00,USKUDAR-EMINONU,DENIZ
7379,480,2022-12-05 17:00:00,USKUDAR-EMINONU,DENIZ
7380,358,2022-12-05 18:00:00,USKUDAR-EMINONU,DENIZ
7381,310,2022-12-05 19:00:00,USKUDAR-EMINONU,DENIZ
7382,241,2022-12-05 20:00:00,USKUDAR-EMINONU,DENIZ
7383,91,2022-12-05 21:00:00,USKUDAR-EMINONU,DENIZ
7384,0,2022-12-05 22:00:00,USKUDAR-EMINONU,DENIZ
7385,0,2022-12-05 23:00:00,USKUDAR-EMINONU,DENIZ
7386,0,2022-12-06 00:00:00,USKUDAR-EMINONU,DENIZ
7387,0,2022-12-06 01:00:00,USKUDAR-EMINONU,DENIZ
7388,0,2022-12-06 02:00:00,USKUDAR-EMINONU,DENIZ
7389,0,2022-12-06 03:00:00,USKUDAR-EMINONU,DENIZ
7390,0,2022-12-06 04:00:00,USKUDAR-EMINONU,DENIZ
7391,0,2022-12-06 05:00:00,USKUDAR-EMINONU,DENIZ
7392,442,2022-12-06 06:00:00,USKUDAR-EMINONU,DENIZ
7393,1009,2022-12-06 07:00:00,USKUDAR-EMINONU,DENIZ
7394,1038,2022-12-06 08:00:00,USKUDAR-EMINONU,DENIZ
7395,918,2022-12-06 09:00:00,USKUDAR-EMINONU,DENIZ
7396,837,2022-12-06 10:00:00,USKUDAR-EMINONU,DENIZ
7397,945,2022-12-06 11:00:00,USKUDAR-EMINONU,DENIZ
7398,1023,2022-12-06 12:00:00,USKUDAR-EMINONU,DENIZ
7399,881,2022-12-06 13:00:00,USKUDAR-EMINONU,DENIZ
7400,914,2022-12-06 14:00:00,USKUDAR-EMINONU,DENIZ
7401,727,2022-12-06 15:00:00,USKUDAR-EMINONU,DENIZ
7402,686,2022-12-06 16:00:00,USKUDAR-EMINONU,DENIZ
7403,593,2022-12-06 17:00:00,USKUDAR-EMINONU,DENIZ
7404,461,2022-12-06 18:00:00,USKUDAR-EMINONU,DENIZ
7405,295,2022-12-06 19:00:00,USKUDAR-EMINONU,DENIZ
7406,218,2022-12-06 20:00:00,USKUDAR-EMINONU,DENIZ
7407,166,2022-12-06 21:00:00,USKUDAR-EMINONU,DENIZ
7408,0,2022-12-06 22:00:00,USKUDAR-EMINONU,DENIZ
7409,0,2022-12-06 23:00:00,USKUDAR-EMINONU,DENIZ
7410,0,2022-12-07 00:00:00,USKUDAR-EMINONU,DENIZ
7411,0,2022-12-07 01:00:00,USKUDAR-EMINONU,DENIZ
7412,0,2022-12-07 02:00:00,USKUDAR-EMINONU,DENIZ
7413,0,2022-12-07 03:00:00,USKUDAR-EMINONU,DENIZ
7414,0,2022-12-07 04:00:00,USKUDAR-EMINONU,DENIZ
7415,0,2022-12-07 05:00:00,USKUDAR-EMINONU,DENIZ
7416,446,2022-12-07 06:00:00,USKUDAR-EMINONU,DENIZ
7417,1027,2022-12-07 07:00:00,USKUDAR-EMINONU,DENIZ
7418,1027,2022-12-07 08:00:00,USKUDAR-EMINONU,DENIZ
7419,856,2022-12-07 09:00:00,USKUDAR-EMINONU,DENIZ
7420,880,2022-12-07 10:00:00,USKUDAR-EMINONU,DENIZ
7421,876,2022-12-07 11:00:00,USKUDAR-EMINONU,DENIZ
7422,1036,2022-12-07 12:00:00,USKUDAR-EMINONU,DENIZ
7423,1058,2022-12-07 13:00:00,USKUDAR-EMINONU,DENIZ
7424,1044,2022-12-07 14:00:00,USKUDAR-EMINONU,DENIZ
7425,778,2022-12-07 15:00:00,USKUDAR-EMINONU,DENIZ
7426,703,2022-12-07 16:00:00,USKUDAR-EMINONU,DENIZ
7427,621,2022-12-07 17:00:00,USKUDAR-EMINONU,DENIZ
7428,537,2022-12-07 18:00:00,USKUDAR-EMINONU,DENIZ
7429,392,2022-12-07 19:00:00,USKUDAR-EMINONU,DENIZ
7430,227,2022-12-07 20:00:00,USKUDAR-EMINONU,DENIZ
7431,158,2022-12-07 21:00:00,USKUDAR-EMINONU,DENIZ
7432,0,2022-12-07 22:00:00,USKUDAR-EMINONU,DENIZ
7433,0,2022-12-07 23:00:00,USKUDAR-EMINONU,DENIZ
7434,0,2022-12-08 00:00:00,USKUDAR-EMINONU,DENIZ
7435,0,2022-12-08 01:00:00,USKUDAR-EMINONU,DENIZ
7436,0,2022-12-08 02:00:00,USKUDAR-EMINONU,DENIZ
7437,0,2022-12-08 03:00:00,USKUDAR-EMINONU,DENIZ
7438,0,2022-12-08 04:00:00,USKUDAR-EMINONU,DENIZ
7439,0,2022-12-08 05:00:00,USKUDAR-EMINONU,DENIZ
7440,445,2022-12-08 06:00:00,USKUDAR-EMINONU,DENIZ
7441,985,2022-12-08 07:00:00,USKUDAR-EMINONU,DENIZ
7442,1056,2022-12-08 08:00:00,USKUDAR-EMINONU,DENIZ
